CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate
cg00202568,-0.214265562838244,0.56677766863043,-7.6038031102238,1.23534079564261e-13,1.08846378908291e-12,19.6060962999063,0.761774745601926,0.547509182763682,-0.214265562838244,8,55528166,R,II,RP1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2577477554645926,hypo,0.69,0.8416289592760181,0.8804347826086957
cg02078520,-0.234749557915963,0.608676697310496,-9.38617663529899,1.5856518456534402e-19,2.51955631269663e-18,32.9949170722223,0.822315683471427,0.587566125555464,-0.234749557915963,1,84944298,R,II,RPF1,TSS1500,shore,TSS1500-shore,chr1:84944932-84945350,,,,,,-0.2844825673234362,hypo,0.81,0.933609958506224,0.9538461538461539
cg23082003,-0.223211157755322,0.584855469564618,-10.390900593816,3.13374071691188e-23,7.5086231858215e-22,41.4414747149528,0.787993681478634,0.564782523723312,-0.223211157755322,13,21713913,F,II,SAP18,TSS1500,shore,TSS1500-shore,chr13:21714289-21715115,,,,,,-0.2602210419815081,hypo,0.76,0.9510204081632652,0.98
cg05331214,-0.258277378737379,0.600117484669145,-8.49131513059978,1.8758820335391398e-16,2.1717685810973706e-15,26.0024015768812,0.835168480426544,0.576891101689165,-0.25827737873738,2,167343774,F,II,SCN7A,TSS1500,opensea,TSS1500-opensea,,,,,rs75836177,,-0.2838012122283611,hypo,0.76,0.8571428571428571,0.8983957219251336
cg16232698,-0.249448298592788,0.515218513712636,-10.5621264326034,6.91540799316121e-24,1.7924838528780598e-22,42.9394762113739,0.742234411352836,0.492786112760047,-0.249448298592789,8,57233635,F,II,SDR16C5,TSS1500,shore,TSS1500-shore,chr8:57232370-57232795,,,,,,-0.2683567708944066,hypo,0.68,0.9333333333333336,0.9148936170212766
cg14220224,-0.270872221540886,0.386859565767663,-12.0132786145964,1.02974686728182e-29,6.031385959921458e-28,56.2561557316853,0.633372774580052,0.362500553039166,-0.270872221540886,8,57309145,F,II,SDR16C6,TSS1500,opensea,TSS1500-opensea,,,,,rs77073830,,-0.3113539919236944,hypo,0.56,0.9266247379454926,0.97
cg11353547,-0.213232634585762,0.581564091351549,-9.87738408155213,2.63817759647066e-21,5.0735896262153406e-20,37.0493138645226,0.775621129301901,0.562388494716139,-0.213232634585762,16,4838559,F,II,SEPT12,TSS200,opensea,TSS200-opensea,,,,,,,-0.249149844344484,hypo,0.73,0.931106471816284,0.9484536082474226
cg02018326,-0.237932751706094,0.573195957418071,-9.93929427738045,1.5584018168463401e-21,3.07096828613839e-20,37.57067287045,0.789731878934769,0.551799127228674,-0.237932751706095,19,51670251,F,II,SIGLECP3,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2606644676114527,hypo,0.75,0.9288702928870294,0.9484536082474226
cg27321439,-0.232839842927093,0.501477278896175,-9.39506454683905,1.47429166483711e-19,2.34935570895479e-18,33.0669568565912,0.713378287027667,0.480538444100574,-0.232839842927093,20,44656559,F,II,SLC12A5,TSS1500,shore,TSS1500-shore,chr20:44657463-44659243,True,,,rs6017727,,-0.2500387578237772,hypo,0.61,0.869757174392936,0.8743169398907104
cg02659138,-0.226349142468626,0.462758148687537,-10.0713242949248,5.03368861102377e-22,1.04995499218796e-20,38.6900885181167,0.668752152444956,0.44240300997633,-0.226349142468626,7,134003124,R,II,SLC35B4,TSS1500,shore,TSS1500-shore,chr7:134001207-134001982,,,,,,-0.2425204811384169,hypo,0.64,0.9278350515463918,0.9655172413793104
cg01281718,-0.228156346425478,0.56536444485818,-9.80607511764853,4.82423678598441e-21,9.02442444468831e-20,36.4516375427081,0.773003134231007,0.544846787805529,-0.228156346425478,6,71376634,R,II,SMAP1,TSS1500,shore,TSS1500-shore,chr6:71377385-71378178,,,,,,-0.2569234932984473,hypo,0.69,0.8903225806451612,0.9148936170212766
cg09552123,-0.222393814527297,0.654886271096677,-8.68804219074726,4.13911669923714e-17,5.11515799828036e-16,27.4943777559488,0.857280641871519,0.634886827344222,-0.222393814527297,1,152849783,R,II,SMCP,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2559377699461299,hypo,0.81,0.8941684665226782,0.9090909090909092
cg26306893,-0.251772282260383,0.349591806002658,-11.823973162925,6.28549380377246e-29,3.27285009889027e-27,54.4594321175469,0.578722695973438,0.326950413713055,-0.251772282260383,20,37074908,F,II,SNHG11,TSS1500,shore,TSS1500-shore,chr20:37075227-37075854,,,,,,-0.2752094522278896,hypo,0.46,0.8941684665226782,0.9595959595959594
cg26876834,-0.342818981417641,0.392825380185703,-12.8458004263127,2.98790578144328e-33,3.12587623611755e-31,64.3504163155013,0.70481531651183,0.361996335094189,-0.342818981417641,16,2013573,F,I,SNHG9,TSS1500,shore,TSS1500-shore,chr16:2014164-2015451,,,,rs72764891,,-0.4034670549386207,hypo,0.66,0.951219512195122,0.9538461538461539
cg00175153,-0.267793559646583,0.501574982328303,-13.1392936993648,1.5779613906607e-34,2.06986389460778e-32,67.2745533102444,0.74528638733041,0.477492827683826,-0.267793559646583,16,2012763,R,II,SNORA10,TSS1500,shore,TSS1500-shore,chr16:2014164-2015451,,,,,,-0.2995998338329011,hypo,0.66,0.9397089397089397,0.9696969696969697
cg21293902,-0.199960600843764,0.690472898838569,-8.78704789481793,1.91616668686934e-17,2.446285762297e-16,28.2550652978902,0.872451431261132,0.672490830417367,-0.199960600843765,19,49994097,F,II,SNORD34,TSS200,shelf,TSS200-shelf,chr19:49990435-49990965,,,,,,-0.2422683915442145,hypo,0.84,0.9129511677282378,0.9263157894736842
cg14557554,-0.244210246828987,0.504914368932164,-11.7800691958811,9.53895761896097e-29,4.8324852559133e-27,54.0451603410753,0.727163262629049,0.482953015800061,-0.244210246828988,9,136217171,F,II,SNORD36C,TSS1500,shore,TSS1500-shore,chr9:136214430-136215760,,,,,,-0.2717903242452191,hypo,0.67,0.936082474226804,0.9748743718592964
cg18305031,-0.228429347682397,0.651845944505527,-8.5679947895078,1.0440455531400799e-16,1.2392338139109102e-15,26.5808285880466,0.859733084662529,0.631303736980131,-0.228429347682398,19,3982603,F,II,SNORD37,TSS200,shore,TSS200-shore,chr19:3982824-3983190,,,,rs2305109,,-0.2734878570231581,hypo,0.84,0.9243697478991596,0.9319371727748691
cg04547809,-0.231333775662067,0.679433246109813,-9.94518166578062,1.48213487655219e-21,2.9278856922564404e-20,37.620370235344,0.889963624679966,0.658629849017901,-0.231333775662065,19,51304161,R,II,SNORD88A,TSS1500,shelf,TSS1500-shelf,chr19:51307439-51308380,,,,,,-0.2570704025853341,hypo,0.79,0.8741721854304635,0.9263157894736842
cg24884084,-0.227897715940466,0.332492086319805,-11.8541279167292,4.71719204552533e-29,2.50371223686069e-27,54.7445010474565,0.539895403344762,0.311997687404296,-0.227897715940467,1,153003198,R,II,SPRR1B,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2635158048738509,hypo,0.46,0.9243697478991596,0.9430051813471503
cg09169531,-0.227519519609639,0.625774273847395,-9.26640036406966,4.2104027766183203e-19,6.38364799330067e-18,32.0289307495669,0.832833405002929,0.605313885393291,-0.227519519609638,1,153030594,R,II,SPRR2A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2701444757605472,hypo,0.74,0.8666666666666667,0.8522727272727272
cg07804289,-0.259797687478753,0.588644081667919,-9.31373536646918,2.8653374148803403e-19,4.4260080565184e-18,32.4096031087846,0.825078667754698,0.565280980275945,-0.259797687478753,1,153114690,R,II,SPRR2C,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3020208114303192,hypo,0.76,0.8917748917748918,0.924731182795699
cg03943115,-0.257988663098643,0.344214715323795,-12.1764529272831,2.1371263933031097e-30,1.3965566002998e-28,57.8182707807644,0.579002959079035,0.321014295980392,-0.257988663098644,1,153014367,R,II,SPRR2D,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2854178698966469,hypo,0.5,0.9221052631578948,0.9644670050761421
cg11267802,-0.289240062077638,0.525437813012145,-9.74526084457676,8.052804244686601e-21,1.46956353183232e-19,35.9443337094147,0.788667078140355,0.499427016062717,-0.289240062077639,1,153123593,R,II,SPRR2G,TSS200,opensea,TSS200-opensea,,,,,,,-0.3265804094099604,hypo,0.74,0.9152542372881356,0.9130434782608696
cg04138756,-0.250230079081423,0.604002162594592,-9.83933666672097,3.641866297072301e-21,6.89803801374527e-20,36.7300407915891,0.831729536722651,0.581499457641227,-0.250230079081424,1,152973849,R,II,SPRR3,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2947355606901331,hypo,0.74,0.8984881209503239,0.9010989010989011
cg08948808,-0.294282647047956,0.528887533652364,-10.4488958266582,1.8817992607542202e-23,4.6228437435813e-22,41.9470198867777,0.796705913879461,0.502423266831505,-0.294282647047957,1,152942003,R,II,SPRR4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3264654426514828,hypo,0.71,0.9102564102564102,0.9424083769633509
cg14202783,-0.292899339582061,0.553330225731393,-10.5049843676065,1.14709497805385e-23,2.89859528626241e-22,42.4377381950255,0.819889696646002,0.526990357063942,-0.29289933958206,9,130662561,R,I,ST6GALNAC6,TSS1500,shore,TSS1500-shore,chr9:130661107-130662047,,,,,,-0.3321997125136311,hypo,0.75,0.9221052631578948,0.8972972972972972
cg26904169,-0.264986229995099,0.474849012177586,-11.053042290285,8.32410042585361e-26,2.77514532451676e-24,47.3232644834807,0.71600554523068,0.451019315235581,-0.264986229995099,7,89839865,R,II,STEAP2,TSS1500,shore,TSS1500-shore,chr7:89840813-89841491,,,,,,-0.2930527221469182,hypo,0.63,0.9201680672268908,0.9430051813471503
cg17339327,-0.227385368592954,0.45147693504181,-11.6505526629388,3.24799475718413e-28,1.5235808823272498e-26,52.8284648427887,0.658413979121009,0.431028610528055,-0.227385368592954,6,31939025,R,II,STK19,TSS1500,shore,TSS1500-shore,chr6:31939730-31940559,,,,,,-0.2659238892192464,hypo,0.55,0.9036402569593148,0.9543147208121826
cg26570233,-0.259408096279422,0.630193982598081,-9.58368882805302,3.1080726129877604e-20,5.31801727097404e-19,34.607414969888,0.866274012665326,0.606865916385903,-0.259408096279423,11,93475962,F,II,TAF1D,TSS1500,shore,TSS1500-shore,chr11:93474085-93475075,,,,rs61904920,,-0.2732768776439433,hypo,0.82,0.9201680672268908,0.9032258064516129
cg00187686,-0.229236897047186,0.575956608825073,-8.42452914992703,3.11507046879865e-16,3.5289842378776104e-15,25.5018704183398,0.784578677001109,0.555341779953923,-0.229236897047186,11,59634218,R,II,TCN1,TSS200,opensea,TSS200-opensea,,,,,,,-0.2564309607893166,hypo,0.74,0.8874458874458875,0.8972972972972972
cg08231096,-0.257157646032903,0.662113883130751,-10.008556635453,8.624958314664149e-22,1.7478735416764802e-20,38.1566352106666,0.896145841570767,0.638988195537864,-0.257157646032903,2,137748460,F,II,THSD7B,TSS200,opensea,TSS200-opensea,,,,,,,-0.2942678777019907,hypo,0.89,0.9531568228105906,0.9494949494949495
cg12397274,-0.218937088057998,0.490389885020062,-9.12663360231176,1.30113238308876e-18,1.87415770035955e-17,30.9132259452781,0.689638386022485,0.470701297964487,-0.218937088057998,6,54172183,F,II,TINAG,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2380151155703763,hypo,0.62,0.8965517241379309,0.9263157894736842
cg11164506,-0.228235750085773,0.51936270101804,-9.37802303900966,1.6951218350811e-19,2.6837526721937698e-18,32.9288727002607,0.727073653434229,0.498837903348457,-0.228235750085772,15,66649558,F,II,TIPIN,TSS1500,shore,TSS1500-shore,chr15:66648784-66649178,,,,,,-0.2704409698482272,hypo,0.68,0.925,0.9484536082474226
cg20672708,-0.306019737850582,0.489411041955736,-12.4600942740014,1.35041122614803e-31,1.06819061255892e-29,60.5623959038582,0.767911019208244,0.461891281357663,-0.306019737850581,20,30696827,R,II,TM9SF4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3450815169785302,hypo,0.74,0.9614604462474644,0.9651741293532338
cg23254045,-0.232980887899266,0.626137715493162,-8.5995986278906,8.19103152204024e-17,9.82686081302745e-16,26.8203892445995,0.83816708469645,0.605186196797185,-0.232980887899266,15,38226454,R,II,TMCO5A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.253264014808987,hypo,0.77,0.8864628820960699,0.8804347826086957
cg24441810,-0.204803388947895,0.299516324911824,-8.44673109769309,2.6326253536717003e-16,3.0042370284771504e-15,25.667925736518,0.485902142911167,0.281098753963272,-0.204803388947895,2,120436039,R,I,TMEM177,TSS1500,shore,TSS1500-shore,chr2:120436530-120437010,,,,,,-0.2501551710058765,hypo,0.32,0.8056206088992974,0.8756756756756757
cg09502207,-0.247132800494383,0.646587414293983,-8.85300753341633,1.14304055624891e-17,1.49415417812238e-16,28.7654636353435,0.871496042082037,0.624363241587654,-0.247132800494383,8,133774222,F,II,TMEM71,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2788444395082151,hypo,0.84,0.9221052631578948,0.9381443298969071
cg14982276,-0.224123441649505,0.287504085507463,-9.87825407563606,2.6187739627588706e-21,5.037046161151911e-20,37.0566244807582,0.49147254139712,0.267349099747616,-0.224123441649505,21,42880582,F,I,TMPRSS2,TSS1500,island,TSS1500-island,chr21:42878751-42880674,,,,rs76833541,,-0.246403660138928,hypo,0.37,0.8520179372197308,0.8491620111731845
cg26147279,-0.231062779995862,0.601075648807476,-11.0631270960374,7.591542808167749e-26,2.54475306259177e-24,47.4146672886173,0.811359401825292,0.580296621829431,-0.231062779995861,3,13977886,F,II,TPRXL,TSS1500,shelf,TSS1500-shelf,chr3:13974400-13974867,,,,,,-0.2506583544183372,hypo,0.75,0.9266247379454926,0.9375
cg13191008,-0.247772212075384,0.513925657358654,-11.134324876591,3.95582799096871e-26,1.37770993273688e-24,48.0614719841827,0.739416195686252,0.491643983610868,-0.247772212075384,11,4629912,R,II,TRIM68,TSS1500,shore,TSS1500-shore,chr11:4629098-4629530,,,,,,-0.2623599983649944,hypo,0.68,0.9330543933054394,0.9435897435897437
cg05912589,-0.245901328310592,0.642133540882313,-9.59471849363972,2.8357445186484e-20,4.87288752860788e-19,34.6981723944099,0.865921440387996,0.620020112077404,-0.245901328310592,14,20774818,F,II,TTC5,TSS1500,opensea,TSS1500-opensea,,,,,rs35954250,,-0.2795228331371808,hypo,0.8,0.8893709327548808,0.9214659685863875
cg04399632,-0.225658907932435,0.453272154616139,-10.0523854755916,5.923189469066003e-22,1.22402279275472e-20,38.5288871527668,0.658637995288462,0.432979087356028,-0.225658907932434,16,11837547,R,II,TXNDC11,TSS1500,shore,TSS1500-shore,chr16:11836073-11837092,,,,,rs73519630,-0.2528629715952749,hypo,0.58,0.8913043478260869,0.9538461538461539
cg25941151,-0.321146222991671,0.532739436177769,-12.0905535221604,4.897583893421259e-30,3.026438154770929e-28,56.9944012178163,0.825005603145009,0.503859380153338,-0.32114622299167,11,88910913,F,II,TYR,TSS200,opensea,TSS200-opensea,,,,,rs1799989,rs61759519,-0.3448668201922608,hypo,0.74,0.9330543933054394,0.9484536082474226
cg25612480,-0.229838421938712,0.477542657868187,-9.48572675250797,6.995099545441571e-20,1.15488174111641e-18,33.8046239654146,0.686712156970685,0.456873735031972,-0.229838421938713,8,48920460,R,II,UBE2V2,TSS1500,shore,TSS1500-shore,chr8:48920837-48921414,,,,,,-0.2496943342987573,hypo,0.57,0.8302752293577982,0.9696969696969697
cg09355820,-0.248116317608615,0.661144940658247,-10.160009386109,2.34301864685954e-22,5.07897049865626e-21,39.4477285496191,0.886948639776878,0.638832322168264,-0.248116317608615,1,10092237,F,II,UBE4B,TSS1500,shore,TSS1500-shore,chr1:10092532-10093404,,,,,,-0.2791133720952017,hypo,0.85,0.9421487603305784,0.9538461538461539
cg24229750,-0.253515251973576,0.534785199343299,-9.94827854759602,1.44351513577092e-21,2.8547422154902e-20,37.6465202577482,0.765502317146589,0.511987065173013,-0.253515251973576,11,5531283,R,II,UBQLN3,TSS200,opensea,TSS200-opensea,,,,,,,-0.2954183715432711,hypo,0.74,0.9402061855670104,0.9270833333333334
cg06530558,-0.252718211178084,0.584762332054574,-9.03162616676859,2.78197136542402e-18,3.86981526170954e-17,30.161972409563,0.814754085392902,0.562035874214818,-0.252718211178084,15,54304778,F,II,UNC13C,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2918624588182582,hypo,0.78,0.908315565031983,0.9263157894736842
cg09305680,-0.287372481794712,0.410399600503907,-11.7043285487261,1.9547898550782e-28,9.48293639496703e-27,53.3326577102211,0.67192923321636,0.384556751421648,-0.287372481794711,8,117778069,R,II,UTP23,TSS1500,shore,TSS1500-shore,chr8:117778487-117779146,,,,,,-0.3283229538936853,hypo,0.59,0.9152542372881356,0.9801980198019802
cg12315311,-0.234460251392872,0.541975232916759,-9.70308182373078,1.14741398859728e-20,2.05867454969592e-19,35.5937938922184,0.755350929328258,0.520890677935385,-0.234460251392873,19,54568443,R,II,VSTM1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2610280172990258,hypo,0.68,0.8937093275488069,0.9032258064516129
cg06580419,-0.234045754142224,0.450564503889887,-10.1017439195244,3.87427079877507e-22,8.18371727037156e-21,38.9494491662165,0.66356297798335,0.429517223841126,-0.234045754142225,2,215276156,F,II,VWC2L,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2514182976994623,hypo,0.58,0.8850325379609545,0.8994708994708994
cg07142325,-0.23790575819565,0.710889322327591,-9.09061435245986,1.73674068738922e-18,2.4678691764181402e-17,30.6277250987286,0.927400677807803,0.689494919612155,-0.237905758195649,1,119684001,R,II,WARS2,TSS1500,shore,TSS1500-shore,chr1:119682874-119683411,,,,,,-0.2608165756839025,hypo,0.91,0.9148936170212766,0.9430051813471503
cg25133753,-0.245225577476529,0.518111541245461,-9.21108972302783,6.589734010436874e-19,9.7844688929092e-18,31.5859172357097,0.741284458876978,0.496058881400449,-0.245225577476529,20,44299726,R,II,WFDC11,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2774495115782082,hypo,0.64,0.8565022421524664,0.8666666666666667
cg12547930,-0.240810108163014,0.506379582893257,-10.1425099341079,2.72560294772739e-22,5.86403669764259e-21,39.2978684095008,0.725534105789812,0.484723997626799,-0.240810108163013,20,44168753,R,II,WFDC6,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2574557461580011,hypo,0.62,0.8703296703296705,0.9206349206349206
cg05398095,-0.255399229815454,0.444694790012791,-10.1630726717455,2.28175734568563e-22,4.95245209850379e-21,39.4739798517165,0.677126463190165,0.42172723337471,-0.255399229815455,1,207224740,F,II,YOD1,TSS1500,shore,TSS1500-shore,chr1:207226281-207226842,True,,,,,-0.2729514989788971,hypo,0.56,0.8801742919389979,0.8695652173913043
cg27196999,-0.240611313828168,0.548135499186829,-8.07251264407421,4.293016984133081e-15,4.3561819407034e-14,22.9146202056417,0.767109104936924,0.526497791108756,-0.240611313828168,4,69216111,F,II,YTHDC1,TSS1500,shore,TSS1500-shore,chr4:69215304-69215921,,,,,,-0.2628855196106947,hypo,0.69,0.8454545454545455,0.8409090909090909
cg12497692,-0.220172029398624,0.662710962751211,-9.62737740000528,2.1605350995343902e-20,3.75984877010054e-19,34.9673430256613,0.863083349218304,0.64291131981968,-0.220172029398624,19,36203089,R,II,ZBTB32,TSS1500,shelf,TSS1500-shelf,chr19:36207084-36209691,,,,,,-0.254637938278862,hypo,0.82,0.9063829787234042,0.9319371727748691
cg13498800,-0.243077808332819,0.632228088362287,-9.72437690006206,9.59713560539566e-21,1.73606308622776e-19,35.7706375778471,0.853446381557262,0.610368573224443,-0.243077808332818,1,182031601,F,II,ZNF648,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2868924359428515,hypo,0.85,0.948665297741273,0.9696969696969697
cg12210543,-0.222365171445087,0.348020449985539,-11.3114091198058,7.73165780453372e-27,2.96683835613485e-25,49.6815675018609,0.550388753494917,0.32802358204983,-0.222365171445087,19,12175107,F,II,ZNF844,TSS1500,shore,TSS1500-shore,chr19:12175460-12176057,,,,,,-0.2500764061980837,hypo,0.5,0.9269311064718164,0.9552238805970149
cg26810908,-0.296206429721198,0.545127885476537,-11.541594738701,9.04816064570994e-28,3.97056255187135e-26,51.8112253715057,0.814697046337916,0.518490616616717,-0.296206429721198,1,238054569,R,II,ZP4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3280434336615384,hypo,0.74,0.9375,0.9543147208121826
